image_name,pred_label_61,conf_label_61,true_label_61,correct_61,top3_label_61,pred_crop,conf_crop,true_crop,correct_crop,pred_disease,conf_disease,true_disease,correct_disease,pred_severity3,conf_severity3,true_severity3,correct_severity3
1_0.jpg,1,0.517095148563385,1,1,"[[1, 0.517095148563385], [2, 0.2993879020214081], [0, 0.007659973576664925]]",0,0.9154097437858582,0,1,1,0.8892987370491028,1,1,1,0.6099392771720886,1,1
1_1.jpg,1,0.6675712466239929,1,1,"[[1, 0.6675712466239929], [2, 0.1785467267036438], [0, 0.014111775904893875]]",0,0.9270972609519958,0,1,1,0.8817763328552246,1,1,1,0.7245392799377441,1,1
1_2.jpg,2,0.8851146697998047,1,0,"[[2, 0.8851146697998047], [1, 0.022076694294810295], [8, 0.005877033341675997]]",0,0.9018824696540833,0,1,1,0.8498297333717346,1,1,2,0.9267123937606812,1,0
1_3.jpg,1,0.8296781182289124,1,1,"[[1, 0.8296781182289124], [0, 0.08831161260604858], [2, 0.012095448561012745]]",0,0.9473978281021118,0,1,1,0.7752410173416138,1,1,1,0.779836118221283,1,1
1_4.JPG,1,0.6754310131072998,1,1,"[[1, 0.6754310131072998], [2, 0.18020379543304443], [36, 0.005726057570427656]]",0,0.901365339756012,0,1,1,0.8937181234359741,1,1,1,0.7758968472480774,1,1
1_5.JPG,1,0.49930158257484436,1,1,"[[1, 0.49930158257484436], [2, 0.33018770813941956], [0, 0.015012497082352638]]",0,0.938010573387146,0,1,1,0.891463577747345,1,1,1,0.592787504196167,1,1
1_6.jpg,31,0.8193984627723694,1,0,"[[31, 0.8193984627723694], [32, 0.04002835229039192], [47, 0.012573846615850925]]",6,0.8010712265968323,0,0,1,0.7482410669326782,1,1,1,0.955539345741272,1,1
1_7.JPG,1,0.4157790243625641,1,1,"[[1, 0.4157790243625641], [2, 0.36602783203125], [36, 0.011632970534265041]]",0,0.8955199122428894,0,1,1,0.8607083559036255,1,1,1,0.6547446250915527,1,1
1_8.jpg,1,0.7115278840065002,1,1,"[[1, 0.7115278840065002], [2, 0.16909249126911163], [0, 0.008052043616771698]]",0,0.9395893812179565,0,1,1,0.9014188051223755,1,1,1,0.7234986424446106,1,1
1_9.jpg,0,0.684918224811554,1,0,"[[0, 0.684918224811554], [4, 0.0719677209854126], [7, 0.02709115855395794]]",0,0.9143423438072205,0,1,0,0.7736155390739441,1,0,0,0.6995116472244263,1,0
1_10.jpg,1,0.9063671827316284,1,1,"[[1, 0.9063671827316284], [2, 0.02309001050889492], [0, 0.004446286708116531]]",0,0.8834244608879089,0,1,1,0.9101526737213135,1,1,1,0.9467595815658569,1,1
